name,ticker,market,sector
Atishay Ltd.,ATISHAY,BSE,Technology services
Allcargo Terminals Limited,ATL,NSE,Transportation
Atlantaa Ltd,ATLANTAA,NSE,Industrial services
Atlas Cycles Haryana Ltd.,ATLASCYCLE,NSE,Consumer durables
Atmastco Limited,ATMASTCO,NSE,Producer manufacturing
Atul Limited,ATUL,NSE,Process industries
Atul Auto Ltd,ATULAUTO,NSE,Consumer durables
Atvo Enterprises Ltd,ATVOENT,BSE,Consumer non-durables
ATV Projects India Limited,ATVPR,BSE,Producer manufacturing
AU Small Finance Bank Limited,AUBANK,NSE,Finance
Aurangabad Distillery Ltd.,AURDIS,NSE,Consumer non-durables
Aurionpro Solutions Limited,AURIONPRO,NSE,Technology services
Auro Impex & Chemicals Ltd.,AUROIMPEX,NSE,Producer manufacturing
Auro Laboratories Limited,AUROLAB,BSE,Health technology
Aurobindo Pharma Ltd,AUROPHARMA,NSE,Health technology
Aurum Proptech Limited,AURUM,NSE,Technology services
Aditya Ultra Steel Limited,AUSL,NSE,Non-energy minerals
Ausom Enterprise Limited,AUSOMENT,NSE,Finance
Austin Engineering Co. Ltd.,AUSTENG,BSE,Producer manufacturing
Austere Systems Limited,AUSTERE,BSE,Technology services
Automotive Axles Limited,AUTOAXLES,NSE,Producer manufacturing
Autoline Industries Limited,AUTOIND,NSE,Producer manufacturing
Autoriders International Ltd.,AUTOINT,BSE,Finance
Auto Pins (India) Ltd,AUTOPINS,BSE,Producer manufacturing
Avadh Sugar & Energy Ltd.,AVADHSUGAR,NSE,Process industries
Available Finance Limited,AVAILFC,BSE,Finance
Avalon Technologies Limited,AVALON,NSE,Electronic technology
Avance Technologies Limited,AVANCE,BSE,Technology services
Avantel Limited,AVANTEL,NSE,Electronic technology
Avanti Feeds Limited,AVANTIFEED,NSE,Process industries
Avasara Finance Limited,AVASARA,BSE,Finance
Avax Apparels and Ornaments Limited,AVAX,BSE,Distribution services
Aveer Foods Ltd.,AVEER,BSE,Consumer non-durables
AVG Logistics Ltd.,AVG,NSE,Transportation
AVI Polymers Ltd.,AVI,BSE,Producer manufacturing
Avi Ansh Textile Limited,AVIANSH,NSE,Process industries
Aviva Industries Limited,AVIVA,BSE,Process industries
Aditya Vision Ltd.,AVL,NSE,Retail trade
Avonmore Capital & Management Services Limited,AVONMORE,NSE,Finance
Avp Infracon Ltd.,AVPINFRA,NSE,Industrial services
AVRO India Ltd.,AVROIND,NSE,Consumer durables
AVT Natural Products Limited,AVTNPL,NSE,Consumer non-durables
Awfis Space Solutions Limited,AWFIS,NSE,Finance
Antony Waste Handling Cell Ltd.,AWHCL,NSE,Transportation
AWL Agri Business Ltd,AWL,NSE,Process industries
Axel Polymers Limited,AXELPOLY,BSE,Process industries
Axis Bank Limited,AXISBANK,NSE,Finance
AXISCADES Technologies Ltd.,AXISCADES,NSE,Commercial services
Axis Solution Ltd,AXISOL,BSE,Technology services
Axita Cotton Ltd.,AXITA,NSE,Process industries
Axtel Industries Limited,AXTEL,BSE,Producer manufacturing
AYM Syntex Limited,AYMSYNTEX,NSE,Process industries
Azad Engineering Limited,AZAD,NSE,Producer manufacturing
Azad India Mobility Ltd,AZADIND,BSE,Non-energy minerals
Aztec Fluids & Machinery Ltd.,AZTEC,BSE,Producer manufacturing
B2B Software Technologies Limited,B2BSOFT,BSE,Technology services
Baba Arts Limited,BABA,BSE,Consumer services
Baba Food Processing (India) Limited,BABAFP,NSE,Process industries
Bacil Pharma Ltd,BACPHAR,BSE,Health technology
Bafna Pharmaceuticals Limited,BAFNAPH,NSE,Health technology
B.A.G. Films & Media Ltd.,BAGFILMS,NSE,Consumer services
Baheti Recycling Industries Limited,BAHETI,NSE,Producer manufacturing
Baid Finserv Limited,BAIDFIN,NSE,Finance
Bajaj Consumer Care Limited,BAJAJCON,NSE,Consumer non-durables
Bajaj Electricals Limited,BAJAJELEC,NSE,Consumer durables
Bajaj Finserv Limited,BAJAJFINSV,NSE,Finance
Bajaj Healthcare Ltd,BAJAJHCARE,NSE,Health technology
Bajaj Housing Finance Ltd.,BAJAJHFL,NSE,Finance
Bajaj Hindusthan Sugar Limited,BAJAJHIND,NSE,Process industries
Bajaj Holdings & Investment Limited.,BAJAJHLDNG,NSE,Finance
Indef Manufacturing Limited,BAJAJINDEF,NSE,Producer manufacturing
Bajaj Steel Industries Limited,BAJAJST,BSE,Process industries
Bajaj Auto Limited,BAJAJ_AUTO,NSE,Consumer durables
Bajel Projects Limited,BAJEL,NSE,Industrial services
Bajaj Finance Limited,BAJFINANCE,NSE,Finance
Shree Tirupati Balajee Agro Trading Company Limited,BALAJEE,NSE,Process industries
Balaji Phosphates Ltd.,BALAJIPHOS,NSE,Process industries
Balaji Telefilms Limited,BALAJITELE,NSE,Consumer services
Balaji Amines Limited,BALAMINES,NSE,Process industries
Balaxi Pharmaceuticals Limited,BALAXI,NSE,Distribution services
Solve Plastic Products Limited,BALCO,NSE,Producer manufacturing
Balgopal Commercial Ltd.,BALGOPAL,BSE,Producer manufacturing
Balkrishna Paper Mills Ltd.,BALKRISHNA,NSE,Process industries
Balkrishna Industries Limited,BALKRISIND,NSE,Consumer durables
Balmer Lawrie & Co. Ltd.,BALMLAWRIE,NSE,Producer manufacturing
Bal Pharma Limited,BALPHARMA,NSE,Health technology
Balrampur Chini Mills Ltd,BALRAMCHIN,NSE,Process industries
Balurghat Technologies Limited,BALTE,BSE,Transportation
Balu Forge Industries Ltd,BALUFORGE,NSE,Producer manufacturing
Bambino Agro Industries Limited,BAMBINO,BSE,Consumer non-durables
Bampsl Securities Limited,BAMPSL,BSE,Finance
Banaras Beads Limited,BANARBEADS,NSE,Consumer durables
Bannari Amman Sugars Limited,BANARISUG,NSE,Process industries
Banas Finance Ltd,BANASFN,BSE,Finance
Banco Products (India) Limited,BANCOINDIA,NSE,Producer manufacturing
Bandaram Pharma Packtech Limited,BANDARAM,BSE,Health technology
Bandhan Bank Ltd.,BANDHANBNK,NSE,Finance
Bang Overseas Limited,BANG,NSE,Consumer non-durables
Banganga Paper Industries Ltd,BANGANGA,BSE,Producer manufacturing
Banka BioLoo Ltd.,BANKA,NSE,Industrial services
Bank of Baroda,BANKBARODA,NSE,Finance
Bank of India,BANKINDIA,NSE,Finance
Bansal Wire Industries Limited,BANSALWIRE,NSE,Non-energy minerals
Banswara Syntex Ltd,BANSWRAS,NSE,Process industries
B&A Packaging India Ltd.,BAPACK,BSE,Process industries
Barbeque Nation Hospitality Ltd.,BARBEQUE,NSE,Consumer services
Barflex Polyfilms Ltd.,BARFLEX,NSE,Process industries
Baroda Rayon Corp Ltd,BARODARY,BSE,Process industries
Baroda Extrusion Limited,BAROEXT,BSE,Non-energy minerals
Baron Infotech Ltd.,BARONINF,BSE,Technology services
Basant Agro Tech (India) Limited,BASANTGL,BSE,Process industries
BASF India Limited,BASF,NSE,Process industries
Basilic Fly Studio Ltd.,BASILIC,NSE,Consumer services
Bannari Amman Spinning Mills Limited,BASML,NSE,Process industries
Bata India Ltd,BATAINDIA,NSE,Consumer non-durables
Batliboi Limited,BATLIBOI,BSE,Producer manufacturing
Baweja Studios Limited,BAWEJA,NSE,Consumer services
Bayer Cropscience India Limited,BAYERCROP,NSE,Process industries
Bazel International Ltd.,BAZELINTER,BSE,Finance
Bharat Bijlee Limited,BBL,NSE,Producer manufacturing
Black Box Limited,BBOX,NSE,Technology services
Bombay Burmah Trading Corp. Ltd.,BBTC,NSE,Consumer non-durables
B&B Triplewall Containers Ltd.,BBTCL,NSE,Process industries
BCC Fuba India Ltd.,BCCFUBA,BSE,Electronic technology
Bhatia Colour Chem Limited,BCCL,BSE,Process industries
Brightcom Group Limited,BCG,NSE,Technology services
BCL Enterprises Ltd.,BCLENTERPR,BSE,Finance
BCL Industries Ltd,BCLIND,NSE,Consumer non-durables
Brand Concepts Ltd.,BCONCEPTS,NSE,Consumer durables
B.C. Power Controls Ltd.,BCP,BSE,Producer manufacturing
BCPL Railway Infrastructure Ltd.,BCPL,BSE,Industrial services
BDH Industries Limited,BDH,BSE,Health technology
B. D. Industries (Pune) Limited,BDI,BSE,Producer manufacturing
Bharat Dynamics Ltd.,BDL,NSE,Electronic technology
Beacon Trusteeship Ltd.,BEACON,NSE,Miscellaneous
Beardsell Limited,BEARDSELL,NSE,Process industries
Mrs. Bector's Food Specialities Ltd.,BECTORFOOD,NSE,Consumer non-durables
Bedmutha Industries Limited,BEDMUTHA,NSE,Non-energy minerals
Beekay Steel Industries Ltd.,BEEKAY,BSE,Non-energy minerals
Beeyu Overseas Ltd.,BEEYU,BSE,Finance
Beezaasan Explotech Limited,BEEZAASAN,BSE,Process industries
Befound Movement Ltd,BEFOUNDMOL,BSE,Finance
Bharat Electronics Limited,BEL,NSE,Electronic technology
Bella Casa Fashion & Retail Ltd.,BELLACASA,NSE,Consumer durables
Belrise Industries Limited,BELRISE,NSE,Producer manufacturing
Bemco Hydraulics Limited,BEMHY,BSE,Producer manufacturing
BEML Limited,BEML,NSE,Producer manufacturing
Benara Bearings & Pistons Ltd.,BENARA,BSE,Producer manufacturing
Benares Hotels Limited,BENARAS,BSE,Consumer services
Benchmark Computer Solutions Ltd.,BENCHMARK,BSE,Technology services
Bengal & Assam Co. Ltd.,BENGALASM,BSE,Consumer durables
Bengal Tea & Fabrics Ltd,BENGALT,BSE,Consumer non-durables
Bhansali Engineering Polymers Ltd.,BEPL,NSE,Process industries
Berger Paints India Limited,BERGEPAINT,NSE,Process industries
Beryl Drugs Limited,BERLDRG,BSE,Health technology
Bervin Investment & Leasing Ltd.,BERVINL,BSE,Finance
Beryl Securities Limited,BERYLSE,BSE,Finance
Best Agrolife Ltd.,BESTAGRO,NSE,Process industries
Best Eastern Hotels Limited,BESTEAST,BSE,Consumer services
Beta Drugs Ltd.,BETA,NSE,Health technology
Betex India Ltd.,BETXIND,BSE,Process industries
BEW Engineering Ltd.,BEWLTD,NSE,Producer manufacturing
Bangalore Fort Farms Ltd.,BFFL,BSE,Producer manufacturing
BF Investment Limited,BFINVEST,NSE,Finance
BFL Asset Finvest Ltd,BFLAFL,BSE,Finance
BF Utilities Ltd.,BFUTILITIE,NSE,Industrial services
Bharat Global Developers Ltd,BGDL,BSE,Consumer durables
BGIL Films & Technologies Limited,BGIL,BSE,Consumer services
Bhakti Gems & Jewellery Ltd.,BGJL,BSE,Consumer durables
Bharatiya Global Infomedia Limited,BGLOBAL,NSE,Commercial services
BGR Energy Systems Limited,BGRENERGY,NSE,Industrial services
Bhagwati Autocast Limited,BGWTATO,BSE,Non-energy minerals
Bhadora Industries Limited,BHADORA,NSE,Producer manufacturing
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEM,NSE,Process industries
Bhageria Industries Ltd.,BHAGERIA,NSE,Process industries
Bhagawati Oxygen Ltd.,BHAGWOX,BSE,Energy minerals
Bhagyanagar India Limited,BHAGYANGR,NSE,Producer manufacturing
Bhandari Hosiery Exports Ltd,BHANDARI,NSE,Consumer non-durables
Bharat Bhushan Finance & Commodity Brokers Ltd,BHARAT,BSE,Finance
Bharat Agri Fert & Realty Ltd.,BHARATAGRI,BSE,Process industries
Bharat Forge Ltd,BHARATFORG,NSE,Producer manufacturing
Bharat Gears Limited,BHARATGEAR,NSE,Producer manufacturing
Bharat Rasayan Limited,BHARATRAS,NSE,Process industries
Bharat Seats Limited,BHARATSE,NSE,Producer manufacturing
Bharat Wire Ropes Ltd.,BHARATWIRE,NSE,Producer manufacturing
Bharti Airtel Limited,BHARTIARTL,NSE,Communications
Bharti Hexacom Limited,BHARTIHEXA,NSE,Communications
Bhaskar Agrochemicals Ltd.,BHASKAGR,BSE,Process industries
Bharat Textiles & Proofing Industries Ltd.,BHATEXT,BSE,Process industries
Bhatia Communications & Retail (India) Ltd.,BHATIA,BSE,Retail trade
Bharat Heavy Electricals Limited,BHEL,NSE,Producer manufacturing
Bhilwara Spinners Limited,BHILSPIN,BSE,Process industries
Bhudevi Infra Projects Limited,BHUDEVI,BSE,Process industries
Bilcare Ltd,BI,BSE,Process industries
Bharat Immunologicals & Biologicals Corp. Ltd.,BIBCL,BSE,Health technology
BIGBLOC Construction Ltd,BIGBLOC,NSE,Non-energy minerals
Bihar Sponge Iron Limited,BIHSPONG,BSE,Non-energy minerals
Bijoy Hans Ltd.,BIJHANS,BSE,Distribution services
Bikaji Foods International Ltd.,BIKAJI,NSE,Consumer non-durables
Bikewo Green Tech Limited,BIKEWO,NSE,Retail trade
Bhartiya International Limited,BIL,NSE,Consumer non-durables
Billwin Industries Limited,BILLWIN,BSE,Consumer non-durables
Bil Vyapar Ltd,BILVYAPAR,NSE,Consumer durables
Bimetal Bearings Limited,BIMETAL,BSE,Producer manufacturing
Binny Mills Ltd.,BINNYMILLS,BSE,Process industries
Biocon Limited,BIOCON,NSE,Health technology
Biofil Chemicals & Pharmaceuticals Ltd.,BIOFILCHEM,NSE,Health technology
Biogen Pharmachem Industries Limited,BIOGEN,BSE,Finance
Grill Splendour Services Ltd.,BIRDYS,NSE,Consumer non-durables
Birla Cable Limited,BIRLACABLE,NSE,Producer manufacturing
Birla Corporation Limited,BIRLACORPN,NSE,Non-energy minerals
Aditya Birla Money Limited,BIRLAMONEY,NSE,Finance
Birlanu Limited,BIRLANU,NSE,Non-energy minerals
Birla Precision Technologies Limited,BIRLAPREC,BSE,Producer manufacturing
Bisil Plast Limited,BISIL,BSE,Process industries
Bits Limited,BITS,BSE,Technology services
Bizotic Commercial Ltd.,BIZOTIC,BSE,Consumer non-durables
BKV Industries Limited,BKV,BSE,Process industries
Zinka Logistics Solutions Limited,BLACKBUCK,NSE,Technology services
Black Rose Industries Limited,BLACKROSE,BSE,Distribution services
BEML Land Assets Limited,BLAL,NSE,Finance
BLB Limited,BLBLIMITED,NSE,Finance
Balmer Lawrie Investments Limited,BLIL,BSE,Commercial services
Bliss GVS Pharma Limited,BLISSGVS,NSE,Health technology
B.L. Kashyap & Sons Ltd.,BLKASHYAP,NSE,Industrial services
Bloom Industries Ltd.,BLOIN,BSE,Non-energy minerals
Bloom Dekor Ltd,BLOOM,BSE,Producer manufacturing
BLS International Services Ltd.,BLS,NSE,Technology services
BLS E-Services Limited,BLSE,NSE,Technology services
BLT Logistics Limited,BLT,BSE,Transportation
Blue Chip India Ltd,BLUECHIP,NSE,Finance
Blue Chip Tex Industries Limited,BLUECHIPT,BSE,Process industries
Blue Cloud Softech Solutions Ltd.,BLUECLOUDS,BSE,Process industries
Blue Coast Hotels Limited,BLUECOAST,NSE,Consumer services
Blue Dart Express Limited,BLUEDART,NSE,Transportation
Bluegod Entertainment Ltd,BLUEGOD,BSE,Process industries
Blue Jet Healthcare Limited,BLUEJET,NSE,Health technology
Blue Pebble Limited,BLUEPEBBLE,NSE,Commercial services
Blue Star Limited,BLUESTARCO,NSE,Producer manufacturing
Bluestone Jewellery and Lifestyle Limited,BLUESTONE,NSE,Retail trade
Blue Water Logistics Limited,BLUEWATER,NSE,Transportation
Bluspring Enterprises Ltd,BLUSPRING,NSE,Commercial services
Bombay Metrics Supply Chain Ltd.,BMETRICS,NSE,Industrial services
BMW Industries Ltd,BMW,BSE,Non-energy minerals
BN Agrochem Ltd,BNAGROCHEM,BSE,Process industries
B & A Limited,BNALTD,BSE,Process industries
B.N. Rathi Securities Limited,BNRSEC,BSE,Finance
BNR Udyog Limited,BNRUDY,BSE,Commercial services
Bodal Chemicals Limited,BODALCHEM,NSE,Process industries
Bodhtree Consulting Ltd.,BODHTREE,BSE,Commercial services
Bohra Industries Ltd.,BOHRAIND,NSE,Process industries
Bombay Cycle & Motor Agency Ltd.,BOMBCYC,BSE,Consumer services
Bombay Wire Ropes Ltd,BOMBWIR,BSE,Producer manufacturing
Bombay Dyeing & Manufacturing Co. Ltd.,BOMDYEING,NSE,Process industries
Bombay Oxygen Investments Limited,BOMOXY_B1,BSE,Finance
Bombay Talkies Limited,BOMTALKIES,BSE,Finance
Bondada Engineering Limited,BONDADA,BSE,Industrial services
Bonlon Industries Ltd,BONLON,BSE,Producer manufacturing
Borana Weaves Limited,BORANA,NSE,Process industries
Borosil Ltd,BOROLTD,NSE,Producer manufacturing
Borosil Renewables Limited,BORORENEW,NSE,Process industries
Borosil Scientific Limited,BOROSCI,NSE,Process industries
Bosch Limited,BOSCHLTD,NSE,Producer manufacturing
Boss Packaging Solutions Limited,BOSS,NSE,Producer manufacturing
Boston Bio Systems Limited,BOSTONBIO,BSE,Finance
Blue Pearl Agriventures Ltd.,BPAGRI,BSE,Process industries
B. P. Capital Ltd.,BPCAP,BSE,Finance
Bharat Petroleum Corporation Limited,BPCL,NSE,Energy minerals
BPL Limited,BPL,NSE,Electronic technology
Bharat Parenterals Ltd.,BPLPHARMA,BSE,Health technology
Brace Port Logistics Limited,BRACEPORT,NSE,Transportation
Brady & Morris Engineering Co. Ltd.,BRADYM,BSE,Producer manufacturing
Brahmaputra Infrastructure Ltd.,BRAHMINFRA,BSE,Industrial services
Brawn Biotech Limited,BRAWN,BSE,Health technology
B.R.Goyal Infrastructure Limited,BRGIL,BSE,Industrial services
Bridge Securities Limited,BRIDGESE,BSE,Finance
Brigade Enterprises Limited,BRIGADE,NSE,Finance
Brigade Hotel Ventures Limited,BRIGHOTEL,NSE,Consumer services
Bright Outdoor Media Ltd.,BRIGHT,BSE,Commercial services
Bright Brothers Limited,BRIGHTBR,BSE,Process industries
Brijlaxmi Leasing & Finance Ltd.,BRIJLEAS,BSE,Finance
Brisk Technovision Limited,BRISK,BSE,Distribution services
Britannia Industries Ltd,BRITANNIA,NSE,Consumer non-durables
Bharat Road Network Ltd.,BRNL,NSE,Industrial services
Broach Lifecare Hospital Limited,BROACH,BSE,Health services
Brooks Laboratories Limited,BROOKS,NSE,Health technology
Bansal Roofing Products Ltd,BRPL,BSE,Producer manufacturing
B-Right Realestate Ltd.,BRRL,BSE,Consumer durables
BSE Ltd.,BSE,NSE,Finance
BSEL Algo Ltd,BSELALGO,BSE,Finance
Bombay Super Hybrid Seeds Ltd.,BSHSL,NSE,Process industries
BSL Ltd,BSL,NSE,Process industries
Birlasoft Limited,BSOFT,NSE,Technology services
Bodhi Tree Multimedia Ltd.,BTML,NSE,Consumer services
Bhilwara Technical Textiles Limited,BTTL,BSE,Process industries
Bulkcorp International Limited,BULKCORP,NSE,Process industries
Butterfly Gandhimathi Appliances Limited,BUTTERFLY,NSE,Consumer durables
Barak Valley Cements Limited,BVCL,NSE,Non-energy minerals
Byke Hospitality Ltd.,BYKE,NSE,Consumer services
C2C Advanced Systems Ltd.,C2C,NSE,Technology services
Cadsys (India) Ltd.,CADSYS,NSE,Technology services
Calcom Vision Limited,CALCOM,BSE,Producer manufacturing
California Software Co. Ltd.,CALSOFT,NSE,Technology services
Camex Limited,CAMEXLTD,BSE,Process industries
Camlin Fine Sciences Limited,CAMLINFINE,NSE,Process industries
Campus Activewear Ltd.,CAMPUS,NSE,Consumer non-durables
Computer Age Management Services Ltd,CAMS,NSE,Technology services
Canarys Automations Ltd.,CANARYS,NSE,Technology services
Canara Bank,CANBK,NSE,Finance
Candour Techtex Limited,CANDOUR,BSE,Process industries
Can Fin Homes Ltd.,CANFINHOME,NSE,Finance
Cantabil Retail India Limited,CANTABIL,NSE,Consumer non-durables
Capacit'e Infraprojects Ltd.,CAPACITE,NSE,Industrial services
Capfin India Ltd,CAPFIN,BSE,Finance
Capital Small Finance Bank Limited,CAPITALSFB,NSE,Finance
Caplin Point Laboratories Limited,CAPLIPOINT,NSE,Health technology
Captain Pipes Limited,CAPPIPES,BSE,Producer manufacturing
Capricorn Systems Global Solutions Limited,CAPRICORN,BSE,Technology services
Caprihans India Ltd.,CAPRIHANS,BSE,Process industries
Caprolactam Chemicals Ltd.,CAPRO,BSE,Commercial services
Capital Trust Ltd. (India),CAPTRUST,NSE,Finance
Carborundum Universal Limited,CARBORUNIV,NSE,Process industries
CARE Ratings Ltd,CARERATING,NSE,Commercial services
Cargosol Logistics Limited,CARGOSOL,BSE,Transportation
Cargotrans Maritime Ltd.,CARGOTRANS,BSE,Transportation
Carraro India Ltd.,CARRARO,NSE,Producer manufacturing
CarTrade Tech Ltd.,CARTRADE,NSE,Technology services
Carysil Limited,CARYSIL,NSE,Consumer durables
Caspian Corporate Services Ltd.,CASPIAN,BSE,Commercial services
Castrol India Limited,CASTROLIND,NSE,Energy minerals
Catvision Limited,CATVISION,BSE,Electronic technology
Net Avenue Technologies Ltd.,CBAZAAR,NSE,Retail trade
Chandra Bhagat Pharma Ltd.,CBPL,BSE,Distribution services
City Crops Agro Limited,CCAL,BSE,Distribution services
Consolidated Construction Consortium Limited,CCCL,NSE,Industrial services
Country Club Hospitality & Holidays Limited,CCHHL,NSE,Consumer services
CCL Products (India) Limited,CCL,NSE,Consumer non-durables
CCL International Limited,CCLINTER,BSE,Industrial services
CDG Petchem Ltd,CDG,BSE,Process industries
Central Depository Services (India) Limited,CDSL,NSE,Finance
CEAT Limited,CEATLTD,NSE,Consumer durables
Cedaar Textile Ltd.,CEDAAR,NSE,Process industries
Ceejay Finance Limited,CEEJAY,BSE,Finance
Ceenik Exports (India) Limited,CEENIK,BSE,Consumer non-durables
